nct_id,title,status,phase,conditions,keywords,interventions
NCT06950983,Navigating Financial and Health-Related Social Needs in Adolescent and Young Adult Cancer Survivors (AYA-NAV),RECRUITING,NA,Cancer in Adolescence,Cancer | Adolescents | Young adults | Financial needs | Social needs,AYA-NAV
NCT04624477,Active Surveillance and Surgery Outcomes in Low Risk Papillary Thyroid Cancer,ACTIVE_NOT_RECRUITING,NA,Papillary Thyroid Cancer | Papillary Thyroid Carcinoma | Papillary Microcarcinoma of the Thyroid,papillary thyroid cancer | papillary thyroid carcinoma | thyroid cancer | thyroid carcinoma | thyroid microcarcinoma | low risk thyroid cancer | active surveillance | thyroidectomy,
NCT07196644,A Study to Assess Adverse Events and Change in Disease Activity in Participants 12 Years of Age or Older With Locally Advanced or Metastatic Solid Tumors That Harbor MET Amplification Receiving Intravenously Infused Telisotuzumab Adizutecan,RECRUITING,PHASE2,Solid Tumors Harboring MET Amplification,Solid Tumors harboring MET Amplification | Telisotuzumab Adizutecan,Telisotuzumab Adizutecan
NCT06538012,TIL Therapy Combined With Pembrolizumab for Advanced or Metastatic Refractory Lung Cancer,RECRUITING,"PHASE1, PHASE2","Lung Cancer | Lung Cancer Metastatic | Lung Cancer, Non-small Cell | Lung Cancer Recurrent",Tumor Infiltrating Lymphocytes | CAR-T CELL | Biological Therapy | Advanced or Metastatic Refractory | Immunotherapy | TIL,Tumor Infiltrating Lymphocytes (TIL) | Cyclophosphamide | Fludarabine | Interleukin-2 | Pembrolizumab
NCT07319039,"Breathlessness Patterns in Patients With Cancer, COPD and Heart Failure: an fMRI Feasibility Study",RECRUITING,NA,Chronic Obstructive Pulmonary Disease (COPD) | Heart Failure | Cancer | Volunteers,Persistent dyspnea | Breathlessness | Palliative Medicine | Cerebral fMRI | Immersive virtual reality,Cerebral fMRI | Immersive virtual reality
NCT03581136,Phase II Multi-center Trial Evaluating 5 Fraction Stereotactic Partial Breast Irradiation Using Gammapod,ACTIVE_NOT_RECRUITING,NA,Breast Cancer,,Dose Fractionation
NCT07042438,Fecal Microbiome Transplant to Remodel Intestinal Microbiota for Patients With Relapsed or Refractory Lymphoma With Exposure to High-Risk Antibiotics Who Are Receiving Chimeric Antigen Receptor T Cells,RECRUITING,PHASE2,Recurrent Diffuse Large B-Cell Lymphoma | Recurrent High Grade B-Cell Lymphoma With MYC and BCL2 or BCL6 Rearrangements | Recurrent Transformed Follicular Lymphoma to Diffuse Large B-Cell Lymphoma | Refractory Diffuse Large B-Cell Lymphoma | Refractory High Grade B-Cell Lymphoma With MYC and BCL2 or BCL6 Rearrangements | Refractory Transformed Follicular Lymphoma to Diffuse Large B-Cell Lymphoma,,Axicabtagene Ciloleucel | Biospecimen Collection | Chemotherapy | Fecal Microbiota Transplantation | Leukapheresis | Placebo Administration
NCT05478538,Observational Lung Trial to Collect Tissue to Train and Validate a Live Tumor Diagnostic Platform,ACTIVE_NOT_RECRUITING,NA,NSCLC (Non-small Cell Lung Cancer) | Metastatic NSCLC - Non-Small Cell Lung Cancer,Metastatic NSCLC | NSCLC | Non Small Cell Lung Cancer | Core needle biopsy | Live tumor fragments | Immunotherapy | Immunotherapy prediction | 3D culture | Ex vivo platform | Immune checkpoint inhibitors | Forceps biopsy | Punch biopsy,"Core Needle, Forceps, or Punch Biopsy"
NCT06289062,Neoadjuvant Chemotherapy Plus Camrelizumab for FIGO Stage IB1 Cervical Cancer,RECRUITING,PHASE2,Cervical Cancer | Neoadjuvant Chemoimmunotherapy | Fertility Preservation,,Camrelizumab | Cisplatin | Nab paclitaxel | biopsy
NCT07065279,JY231(JY231) Injection for the Treatment of R/R B-cell Malignancies,RECRUITING,NA,B-cell Malignancies,B cell tumor | CAR-T | in vivo,JY231 Injection
NCT03435796,Long-Term Follow-up Protocol for Participants Treated With Gene-Modified T Cells,RECRUITING,"PHASE2, PHASE3",Neoplasms,Long-term follow up | Gene-Modified T Cells | CAR T Cell,Gene-modified (GM) T cell therapy
NCT04510597,"Comparing the Outcome of Immunotherapy-Based Drug Combination Therapy With or Without Surgery to Remove the Kidney in Metastatic Kidney Cancer, the PROBE Trial",RECRUITING,PHASE3,Metastatic Clear Cell Renal Cell Carcinoma | Metastatic Renal Cell Carcinoma | Stage IV Renal Cell Cancer AJCC v8,,Cytoreductive Nephrectomy | Active Comparator
NCT03704480,Durvalumab + Tremelimumab ± Paclitaxel in Advanced BTC After Platinum Chemotherapy.,ACTIVE_NOT_RECRUITING,PHASE2,Advanced Biliary Tract Carcinoma,Immunotherapy,Durvalumab | Tremelimumab
NCT04941274,Abemaciclib in Patients With HIV-associated and HIV-negative Kaposi Sarcoma,RECRUITING,"PHASE1, PHASE2",Kaposi Sarcoma,Angiogenesis | AIDS | cyclin-dependent kinase | KSHV | Cell Cycle,Abemaciclib
NCT04322578,Crizotinb or Standard Chemotherapy in Met Exon 14 Skipping Advanced NSCLC,RECRUITING,PHASE2,Non-small Cell Lung Cancer,non-small cell lung cancer | Crizotinb | Chemotherapy,Crizotinib | Pemetrexed
NCT07094048,Immunoglobulins in Multiple Myeloma Patients Receiving a BCMA-Directed T Cell Engager,RECRUITING,PHASE4,Multiple Myeloma Refractory | Relapsed Multiple Myeloma,Immunoglobulins | Multiple Myeloma,Target trough IgG level of 8-10 g/L | Target trough IgG level 4-6 g/L | No history of recurrent or severe infections and total IgG level higher or equal at 4 g/L
NCT07301489,Akershus Cardiac Examination (ACE) 5 Study,RECRUITING,NA,Heavy Smokers | Lung Cancer Screening | Cardiovascular Risk Profile | Cardiovascular Disease Prevention,"Heavy smokers | Lung cancer screening | Cardiovascular risk profile | Cardiovascular disease prevention | Chronic coronary syndrome | Atherosclerotic cardiovascular disease | Non-contrast, non-cardiac chest CT-based screening | Nurse-led follow-up program",Lung Cancer Screening Plus Program | Standard of Care
NCT06943612,Colorectal Resections in Patients With Retroperitoneal Sarcoma,RECRUITING,NA,"Sarcoma, Soft Tissue | Retroperitoneal Sarcoma",Soft tissue sarcoma | Retroperitoneal Sarcoma | Sarcoma Surgery | Stoma | Colorectal resection,
NCT06049212,Sacituzumab Tirumotecan (MK-2870) as Monotherapy and in Combination With Pembrolizumab in Participants With Advanced Solid Tumors (MK-2870-008),ACTIVE_NOT_RECRUITING,PHASE1,"Non-small Cell Lung Cancer | Solid Tumors | Programmed Cell Death-1 (PD1, PD-1) | Programmed Cell Death 1 Ligand 1(PDL1, PD-L1) | Programmed Cell Death 1 Ligand 2 (PDL2, PD-L2)",,Sacituzumab tirumotecan | Pembrolizumab | Supportive care measures
NCT07291973,"Clinical Investigation Evaluating the Performance, Safety and Clinical Benefit of the Endowave FlexAblate™ Microwave Ablation System in Patients Undergoing Lung Ablation Procedures.",RECRUITING,NA,Lung Cancer,Lung Cancer | Microwave Ablation,Microwave Ablation
NCT05595577,Improving Exercise Capacity With a Tailored Physical Activity Intervention,RECRUITING,NA,Non Hodgkin Lymphoma | Heart; Functional Disturbance | Hodgkin Lymphoma | Quality of Life | Stage I Breast Cancer | Stage II Breast Cancer | Stage III Breast Cancer,Exercise capability | Brain activity,Exercise with Trainerize application | Cardiopulmonary exercise testing | MRI scan | Quality of Life Questionnaires | Cognitive and Brain Function Questionnaires | Blood draws
NCT05847569,Alternate Doses and Dosing Schedules of Belantamab Mafodotin for Treatment of Triple-Class Refractory Multiple Myeloma,RECRUITING,PHASE2,Recurrent Multiple Myeloma | Refractory Multiple Myeloma,,Belantamab Mafodotin | Biospecimen Collection | Bone Marrow Aspirate | Bone Marrow Biopsy | Computed Tomography | Magnetic Resonance Imaging | Positron Emission Tomography
NCT06275737,"POP-UP: a Single-arm, Two-cohort Study: an 8-week Trimodal Pre-habilitation Program for Patients With Pancreatic Ductal Adenocarcinoma and Oesogastric",ACTIVE_NOT_RECRUITING,NA,Pancreatic Ductal Adenocarcinoma | Esophageal Cancer,,Prehabilitation program
NCT07392541,"Adebrelimab Combined With Gemcitabine, Cisplatin, and Simvastatin for Advanced Biliary Tract Cancer",RECRUITING,"PHASE1, PHASE2",Advanced Biliary Tract Carcinoma,Advanced Biliary Tract Carcinoma | adebrelimab | simvastatin,Adebrelimab | Gemcitabine + Cisplatin | Simvastatin 20mg
NCT04002297,A Study to Investigate the Efficacy of Zanubrutinib Plus Rituximab Compared With Bendamustine Plus Rituximab in Adults With Previously Untreated Mantle Cell Lymphoma Who Are Ineligible for Stem Cell Transplantation,ACTIVE_NOT_RECRUITING,PHASE3,Mantle Cell Lymphoma; Non-Hodgkin Lymphoma,"MCL, NHL, BTKi",zanubrutinib | bendamustine | rituximab
NCT06498479,ARTEMIS-008：HS-20093 Compared With Topotecan in Subjects With Relapsed Small Cell Lung Cancer,RECRUITING,PHASE3,Small Cell Lung Cancer,,HS-20093 | Topotecan
NCT03971591,Men Moving Forward: A Lifestyle Program for African-American Prostate Cancer Survivors,ACTIVE_NOT_RECRUITING,NA,Prostate Cancer,,Immediate Guided Lifestyle Program Intervention
NCT05658731,Cognitive Outcomes After Brain Substructure-informed Radiation Planning in Pediatric Patients,RECRUITING,NA,Brain Tumor | Head and Neck Cancer,radiation therapy | pediatric,substructure informed planning | Neurocognitive Testing | MRI
NCT06859684,Hepatic Arterial Infusion Chemotherapy (HAIC) Combined With Durvalumab and Lenvatinib in Patients With Locally Advanced or Metastatic Intrahepatic Cholangiocarcinoma: a Phase 2 Study(HAIC-quad Trial),RECRUITING,PHASE2,Intrahepatic Cholangiocarcinoma (Icc) | HAIC | Durvalumab,locally advanced or metastatic intrahepatic cholangiocarcinoma | durvalumab | Lenvatinib | HAIC,Durvalumab | hepatic arterial infusion chemotherapy (HAIC) | Lenvatinib
NCT05766748,Study of Effect of Azeliragon in Patients Refractory to Prior Treatment of Metastatic Pancreatic Cancer,RECRUITING,"PHASE1, PHASE2",Metastatic Pancreatic Cancer,azeliragon,Azeliragon
NCT05487248,A Study of On-treatment ctDNA Changes in Chemo-refractory Colorectal Cancer Patients,ACTIVE_NOT_RECRUITING,NA,Unresectable Locally Advanced Colorectal Cancer | Metastatic Colorectal Cancer | Candidate for Third-line or Subsequent Lines of Therapy,colorectal cancer,Blood Sample Collection
NCT07492693,Efficacy and Safety of Hetrombopag in Preventing Chemotherapy-induced Thrombocytopenia in Gastrointestinal Tumors,RECRUITING,PHASE2,Chemotherapy-induced Thrombocytopenia (CIT) in Patients With Gastrointestinal Tumors,,Hetrombopag
NCT05520255,18F-PSMA-1007 PET/CT in Prostate Cancer - Access Trial 2022 to 2028,RECRUITING,PHASE3,Prostate Cancer,,18F-PSMA-1007
NCT06990659,Outpatient Versus Inpatient Care Pathway for Intra-arterial Treatment of Primary Liver Cancer (CHOC),RECRUITING,NA,Hepato Cellular Carcinoma (HCC) | Intrahepatic Cholangiocarcinoma,ambulatory care | hospitalization | Hepato cellular carcinoma | Patient satisfaction | randomized trial | chemoembolization | radioembolization | Intrahepatic | Cholangiocarcinoma | Primary liver cancer,Ambulatory care | Conventional inpatient care
NCT06466031,Application of FET-PET in Fusion With MRI in the Treatment of Glioblastoma Multiforme [TYR-GLIO],RECRUITING,NA,Glioblastoma Multiforme,"Glioblastoma Multiforme | Methionine | Positron-Emission Tomography | Brain neoplasms | Progression-free survival | Dose Fractionation, Radiation | Post-surgical radiotherapy",MRI & PET fusion | MRI+T1C
NCT03085173,"A Trial of ""Armored"" CAR T Cells Targeting CD19 For Patients With Relapsed CD19+ Hematologic Malignancies",ACTIVE_NOT_RECRUITING,PHASE1,Chronic Lymphocytic Leukemia (CLL) | Relapsed | Refractory,CAR T Cells Targeting CD19 | EGFRt/19-28z/4-1BBL | 16-1570,EGFRt/19-28z/4-1BBL CAR T cells
NCT06561854,Study Comparing Therapy for Advanced Relapsed/Refractory Multiple Myeloma With and Without Dexamethasone,RECRUITING,PHASE3,Multiple Myeloma | Relapse Multiple Myeloma,Multiple myeloma | Relapse | Dexamethasone | Isatuximab | Pomalidomide | Carfilzomib,Dexamethasone
NCT07433673,"Gemcitabine, Cisplatin, Nab-paclitaxel (GAP) and Cemiplimab for Locally Advanced Biliary Tract Cancer (BTC)",RECRUITING,PHASE2,Colon and Rectal Cancer,"locally advanced, unresectable biliary tract cancer | Colon and Rectal Cancer",Cemiplimab
NCT06002659,CAR20(NAP)-T Therapy for B Cell Lymphoma (CARMA-01 Study),RECRUITING,"PHASE1, PHASE2",B-cell Lymphoma,CAR T cell | B cell lymphoma | CD20 | HP-NAP,CAR20(NAP)-T | Cyclophosphamide | Fludarabine
NCT06483139,Novel Treatments in Improving Renal Outcomes in Light Chain Cast Nephropathy,RECRUITING,NA,Multiple Myeloma | Light Chain Nephropathy | Acute Kidney Injury,,Plasma exchange | Daratumumab
NCT05876156,iMOVE: Virtual Reality PT Versus Traditional PT,RECRUITING,NA,Physical Health,Virtual Reality | Physical Activity,Virtual Reality Physical Therapy | Traditional Physical Therapy
NCT06530251,A Study of AK112 in Patients With Advanced Hepatocellular Carcinoma (HCC),RECRUITING,"PHASE1, PHASE2",Hepatocellular Carcinoma,,AK112 | Cadonilimab | AK127 | AK130 | Sintilimab Injection | Bevacizumab biosimilar
NCT07275957,Combined Nutrition and Exercise Interventions in Women With Breast Cancer History,ACTIVE_NOT_RECRUITING,NA,Breast Cancer Survivors,Breast cancer survivors | Exercise intervention | Nutritional intervention | Mediterranean diet | Physical rehabilitation | Quality of life | Body composition | Strength training | Aerobic exercise | Combined training | Lifestyle modification,Mediterranean Diet Counseling | Supervised Strength Training Program | Supervised Endurance Training Program | Combined Strength and Endurance Training Program | Combined Mediterranean Diet and Exercise Program
NCT06116812,The Effects of Laughter Yoga and Mindfulness-Based Stress Reduction (MBSR) Practices Applied to Women With Breast Cancer,RECRUITING,NA,Breast Cancer | Laughter Therapy | Mindfulness Therapy | Life Quality | Anxiety and Depression | Spiritual Well-being,,the laughter yoga group | the mindfulness based stress reduction group
NCT06095505,A Study of Alisertib in Patients With Extensive Stage Small Cell Lung Cancer,RECRUITING,PHASE2,Small Cell Lung Cancer,Alisertib | SCLC,Alisertib
NCT07169331,A Study to Evaluate the Efficacy and Safety of Zanubrutinib in Chinese Adults With Treatment-Naive Waldenström Macroglobulinemia,RECRUITING,PHASE4,Waldenström's Macroglobulinemia,,Zanubrutinib
NCT06876831,Inpatient Capture: A Mixed Methods Study to Develop an Inpatient Lung Cancer Screening Program in a Safety Net Hospital.,RECRUITING,NA,Lung Cancer Screening Program,,"Shared decision making for LDCT (3 potential outcomes LDCT on discharge, scheduled date of LDCT, or Lung Cancer Screening referral) | Inpatient Tobacco Cessation Counseling (Handouts, NYC Quits number, Medication Recommendations to primary team, Smoking cessation referral)"
NCT04796012,VITAS: Atezolizumab in Combination With Chemotherapy for Pediatric Relapsed/Refractory Solid Tumors,RECRUITING,"PHASE1, PHASE2",Solid Tumor | Rhabdomyosarcoma,Relapsed solid tumor | Refractory solid tumor | Rhabdomyosarcoma,Atezolizumab | Vincristine | Irinotecan | Temozolomide
NCT06555692,Evaluation of the Clinical Effectiveness and Safety of Acellular Dermal Matrix(SC DERM® Recon) in Breast Reconstruction,ACTIVE_NOT_RECRUITING,NA,Breast Cancer Female | Breast Reconstruction,Acellular Dermal Matrix(ADM) | Breast Reconstruction using implants and ADM,Transplant acellular dermal matrix(ADM)
NCT06171139,Tumor Genomic Pre-test Counseling Tool for Black or African-American Men With Prostate Cancer,RECRUITING,NA,Prostate Cancer | Prostate Cancer Metastatic,,Counseling Tool | Questionnaires
NCT05757219,Itacitinib Pre-modulation in DLBCL Receiving CAR T Cell Therapy,RECRUITING,PHASE2,Diffuse Large B Cell Lymphoma,CAR-T | chimeric antigen receptor (CAR) T-cell therapy,Itacitinib | Chimeric antigen receptor (CAR) T-cell therapy
NCT04981119,Solid Tumor Analysis for HLA Loss of Heterozygosity (LOH) and Apheresis for CAR T- Cell Manufacturing,RECRUITING,NA,"Solid Tumor, Adult | Colorectal Cancer | Non Small Cell Lung Cancer | Pancreatic Cancer | CRC | NSCLC | Pancreas Cancer | Mesothelioma | Ovarian Cancer | Ovarian Neoplasms | Ovarian Carcinoma | Mesothelioma, Malignant | Mesothelioma; Lung | Cancer | Triple Negative Breast Cancer (TNBC) | Renal Cell Carcinoma (Kidney Cancer) | Head and Neck Squamous Cell Carcinoma HNSCC",CAR T Cell Therapy | Next Generation Sequencing | Leukapheresis | Apheresis | Immunotherapy,Apheresis | Next Generation Sequencing (NGS) | Long Range NGS HLA typing
NCT05467800,Study of Canakinumab in Patients With Myelofibrosis,ACTIVE_NOT_RECRUITING,PHASE2,Primary Myelofibrosis | Post-essential Thrombocythemia Myelofibrosis | ET-MF | Post-polycythemia Vera Related Myelofibrosis | PV-MF,,Canakinumab
NCT03090165,Ribociclib and Bicalutamide in AR+ TNBC,ACTIVE_NOT_RECRUITING,"PHASE1, PHASE2",Triple Negative Breast Cancer,Triple Negative Breast Neoplasms | ribociclib | LEE011 | CDK 4/6 inhibitor | bicalutamide,ribociclib | ribociclib | Bicalutamide
NCT04009967,Biomarkers for Neoadjuvant Pembrolizumab in Non-Metastatic Prostate Cancer Positive by 18FDG-PET Scanning,ACTIVE_NOT_RECRUITING,PHASE2,Prostate Cancer,Prostate Cancer | Pembrolizumab | 18FDG-PET Scanning,Pembrolizumab
NCT06289751,Neoadjuvant Chemoimmunotherapy and Extrafascial Hysterectomy for IB2 Cervical Cancer,RECRUITING,PHASE2,Cervical Cancer | Neoadjuvant Chemoimmunotherapy | Radical Hysterectomy | Extrafascial Hysterectomy,,Cadonilimab | Paclitaxel-albumin | Cisplatin | Extrafascial hysterectomy | Radical hysterectomy | Cone biopsy
NCT07541001,PRL3-Zumab in Patients With Advanced Solid Tumors,ACTIVE_NOT_RECRUITING,PHASE2,Advanced Malignant Solid Tumor,PRL3-zumab | Phase II China Trial,PRL3-ZUMAB
NCT06502275,Nutrition and Exercise Program for Elderly Colorectal Cancer Patients,RECRUITING,NA,Colorectal Cancer,Older | Colorectal cancer | Frailty | mobile health | Physical activity | nutrition,Mobile Health Management Frailty Care Program
NCT01416714,"Tissue Procurement for Gastric Cancer, Gastrointestinal Stromal Tumors (GIST), Esophageal Cancer, Pancreas Cancer, Hepatocellular Cancer, Biliary Cancer, Neuroendocrine, Peritoneal Mesothelioma, Anal Cancer and Colorectal Cancer in Patients Undergoing Surgery or Biopsy",RECRUITING,NA,Gastric Cancers,,
NCT01639508,Cabozantinib in Patients With RET Fusion-Positive Advanced Non-Small Cell Lung Cancer and Those With Other Genotypes: ROS1 or NTRK Fusions or Increased MET or AXL Activity,RECRUITING,PHASE2,Non-Small Cell Lung Cancer,Lung | XL184 (CABOZANTINIB) | KIF5B/RET Positive | RET Fusion Positive | 12-097 | Genotypes: ROS1 or NTRK Fusions or Increased MET or AXL Activity,Cabozantinib
NCT06048133,"Study of Gemcitabine, Cisplatin, AB680 and AB122 During First Line Treatment of Advanced Biliary Tract Cancers (QUIC)",RECRUITING,PHASE2,Biliary Tract Carcinoma | Cholangiocarcinoma | Bile Duct Cancer,,Gemcitabine | Cisplatin | Zimberelimab | Quemliclustat
NCT06254326,ADAGiO: Adoptive Cellular Therapy for the TreAtment of Recurrent OliGodendrogliOma (OG) Adult Patients,ACTIVE_NOT_RECRUITING,PHASE1,Recurrent Oligodendroglioma | Progressive Oligodendroglioma,Immunotherapy | Brain Tumor,TTRNA-DC vaccines with GM-CSF | Autologous Hematopoietic Stem cells (HSCs) | TTRNA-xALT | Td vaccine
NCT05851534,Preoperative Optimisation of Modifiable Risk Factors in Surgery of the Pancreas,RECRUITING,NA,Prehabilitation | Pancreas Cancer | Surgery | Postoperative Complications,Prehabilitation | Pancreas | Preoperative optimisation,Preoperative optimisation program
NCT07070778,Arterial Stiffness in Individuals With Breast Cancer,RECRUITING,NA,Aerobic Exercise | Breast Cancer | Arterial Stiffness,breast cancer | Aerobic exercise training | Arterial Stiffness,Upper Extremity Aerobic Exercise Training Program
NCT06479811,"[212Pb]VMT-Alpha-NET in Metastatic or Inoperable Somatostatin-Receptor Positive Gastrointestinal Neuroendocrine Tumors, Pheochromocytoma/Paragangliomas, Small Cell Lung, Renal Cell, and Head and Neck Cancers",RECRUITING,PHASE1,Head and Neck Tumors | Kidney Cancers | Small Cell Lung Cancers | Pheochromocytoma/Paragangliomas | Gastrointestinal Neuroendocrine Tumors | Somatostatin Receptor Positive,212Pb | Targeted alpha Therapy | Image-Guided Dosimetry | VMT-alpha-NET,68Ga-DOTATATE | [203Pb]VMT-alpha-NET | [212Pb]VMT-alpha-NET
NCT05936658,[18F]Florastamin PET/CT Imaging Examination in Patients With Suspected Recurrent or Metastatic Prostate Cancer,ACTIVE_NOT_RECRUITING,PHASE3,High Risk Prostate Carcinoma,Prostate Cancer,[F-18]Florastamin
NCT04008563,Bariatric Surgery for Fertility-Sparing Treatment of Atypical Hyperplasia and Grade 1 Cancer of the Endometrium,RECRUITING,NA,Endometrial Cancer | Atypical Hyperplasia | Bariatric Surgery Candidate,,Bariatric Surgery
NCT06938555,The RolE of Prolonged Nightly faSTing to Improve Sleep and cOgnition in bREast Cancer Survivors,RECRUITING,NA,Breast Cancer Survivor | Cancer Related Cognitive Difficulties | Sleep | Quality of Life,breast cancer | breast cancer survivor | brain fog | prolonged nightly fasting | nationwide | remote | non-invasive | health education | sleep | quality of life,Prolonged Nightly Fasting | Health Education Videos
NCT06689917,JY231(JY231) Injection for the Treatment of Relapsed or Refractory B Cell Lymphoma/ Leukemia,RECRUITING,NA,B-ALL | B-NHL,,JY231 Injection
NCT07510321,FL-261 Imaging for Cancer Diagnosis and Staging,RECRUITING,NA,Non-Small Cell Lung Cancer | Colorectal Cancer | Head & Neck Cancer | Advanced Solid Tumors,,[68Ga]Ga-FL-261 PET Imaging / [111In]In-FL-261 SPECT Imaging
NCT04471974,"ZEN-3694, Enzalutamide, and Pembrolizumab for the Treatment of Metastatic Castration-Resistant Prostate Cancer",ACTIVE_NOT_RECRUITING,PHASE2,Castration-Resistant Prostate Carcinoma | Metastatic Prostate Adenocarcinoma | Metastatic Prostate Small Cell Carcinoma | Stage IV Prostate Cancer AJCC v8 | Stage IVA Prostate Cancer AJCC v8 | Stage IVB Prostate Cancer AJCC v8,,BET Bromodomain Inhibitor ZEN-3694 | Enzalutamide | Pembrolizumab
NCT05316935,GnRHa + Letrozole in Non-obese Progestin-insensitive Endometrial Cancer and Atypical Hyperplasia Patients,RECRUITING,"PHASE2, PHASE3",Endometrial Neoplasms | Atypical Endometrial Hyperplasia | Progesterone Resistance,,GnRHa | Letrozole 2.5mg | Diane-35 | MET
NCT05804370,Gleolan for Visualization of Newly Diagnosed or Recurrent Ovarian Cancer (OVA-302),RECRUITING,PHASE3,Ovarian Cancer,ALA | Fluorescence guided surgery | Gleolan | Ovarian cancer,Gleolan
NCT07301866,A Study Testing an Improved Dose of UM171 to Help Make Cord Blood Transplants More Effective and Safe.,RECRUITING,"PHASE1, PHASE2","Acute Leukemia, High Risk | Myelodysplastic Syndromes, High Risk | Hematologic Malignancy Requiring an Allogeneic Hematopoietic Stem Cell Transplant Lacking a Donor",High risk hematologic malignancy | Cord blood transplant | UM171 | ECT-001-CB | Lack of donor for stem cell transplant donor | Acute leukemia | Myelodysplastic syndrome,ECT-001-CB
NCT05077527,Immune Cell Therapy (CAR-T) for the Treatment of Patients With HIV and B-Cell Non-Hodgkin Lymphoma,RECRUITING,PHASE1,AIDS-Related Diffuse Large B-cell Lymphoma | AIDS-Related Non-Hodgkin Lymphoma | HIV Infection | Recurrent Diffuse Large B-Cell Lymphoma | Recurrent Grade 3b Follicular Lymphoma | Recurrent High Grade B-Cell Lymphoma | Recurrent Non-Hodgkin Lymphoma | Recurrent Primary Mediastinal (Thymic) Large B-Cell Lymphoma | Recurrent Transformed B-Cell Non-Hodgkin Lymphoma | Refractory Diffuse Large B-Cell Lymphoma | Refractory Grade 3b Follicular Lymphoma | Refractory High Grade B-Cell Lymphoma | Refractory Non-Hodgkin Lymphoma | Refractory Primary Mediastinal (Thymic) Large B-Cell Lymphoma | Refractory Transformed B-Cell Non-Hodgkin Lymphoma,,Axicabtagene Ciloleucel | Cyclophosphamide | Fludarabine
NCT05179824,Tempus Priority Study: A Pan-tumor Observational Study,ACTIVE_NOT_RECRUITING,NA,Breast Cancer | Prostate Cancer | Bladder Cancer | Lung Cancer | Brain Cancer | Pancreatic Cancer | Ovarian Cancer | Fallopian Tube Cancer | Peritoneal Cancer | Cancer of Liver | Cancer of Colon | Cancer of Head and Neck | Cancer of Stomach | Cancer of Gastrointestinal Tract | Cancer of Rectum | Cancer of Esophagus | Cancer of Skin | Cancer of Cervix | Cancer of Kidney | Cancer of Larynx | Cancer of Endometrium | Cancer of the Bile Duct | Cancer of Vulva | Cancer of Bone and Connective Tissue | Leukemia | Lymphoma | Spinal Cord Cancer,Cancer | Oncology | Observational | Genomic Profiling | Precision Medicine,Observation
NCT04771520,Avapritinib for the Treatment of CKIT or PDGFRA Mutation-Positive Locally Advanced or Metastatic Malignant Solid Tumors,RECRUITING,PHASE2,Anatomic Stage IV Breast Cancer AJCC v8 | Clinical Stage IV Gastroesophageal Junction Adenocarcinoma AJCC v8 | Clinical Stage IVA Gastroesophageal Junction Adenocarcinoma AJCC v8 | Clinical Stage IVB Gastroesophageal Junction Adenocarcinoma AJCC v8 | Locally Advanced Malignant Solid Neoplasm | Locally Advanced Melanoma | Locally Advanced Primary Malignant Central Nervous System Neoplasm | Locally Advanced Sarcoma | Metastatic Malignant Solid Neoplasm | Metastatic Melanoma | Metastatic Primary Malignant Central Nervous System Neoplasm | Metastatic Sarcoma | Pathologic Stage IV Gastroesophageal Junction Adenocarcinoma AJCC v8 | Pathologic Stage IVA Gastroesophageal Junction Adenocarcinoma AJCC v8 | Pathologic Stage IVB Gastroesophageal Junction Adenocarcinoma AJCC v8 | Postneoadjuvant Therapy Stage IV Gastroesophageal Junction Adenocarcinoma AJCC v8 | Postneoadjuvant Therapy Stage IVA Gastroesophageal Junction Adenocarcinoma AJCC v8 | Postneoadjuvant Therapy Stage IVB Gastroesophageal Junction Adenocarcinoma AJCC v8 | Prognostic Stage IIIC Breast Cancer AJCC v8 | Prognostic Stage IV Breast Cancer AJCC v8 | Stage IIIC Colorectal Cancer AJCC v8 | Stage IIIC Lung Cancer AJCC v8 | Stage IV Colorectal Cancer AJCC v8 | Stage IV Lung Cancer AJCC v8 | Stage IVA Colorectal Cancer AJCC v8 | Stage IVA Lung Cancer AJCC v8 | Stage IVB Colorectal Cancer AJCC v8 | Stage IVB Lung Cancer AJCC v8 | Stage IVC Colorectal Cancer AJCC v8,,Avapritinib
NCT06956027,Ultrasound Features of Dupuytren's Disease,RECRUITING,NA,Dupuytren Disease,,Ultrasound assesment | ROM measurement
NCT02911142,Lenalidomide Combined With Modified DA-EPOCH and Rituximab (EPOCH-R2) in Primary Effusion Lymphoma or KSHV-associated Large Cell Lymphoma,ACTIVE_NOT_RECRUITING,"PHASE1, PHASE2",Primary Effusion Lymphoma | B-Cell Neoplasm,Treatment Naive | Immune Modulatory | Chemotherapy | AIDS-Related Lymphoma | PEL,"Lenalidomide | Rituximab | Prednisone | Etoposide | Doxorubicin | Vincristine | Cyclophosphamide | CT of neck, chest, abdomen and pelvis | 18FDG-PET scan | MRI Brain | Bone marrow biopsy | EKG | Echocardiogram | Ultrasound | Bronchoscopy | Endoscopy | CXR: PA/lat/decub"
NCT07109427,Impact of an Electronic Health Record Maintenance Alert on PSA Screening Rates in a 10-Hospital Integrated Health System,RECRUITING,NA,Prostate Cancer | Cancer of the Prostate,PSA Screening | Clinically Significant Prostate Cancer | African American men | Electronic Health Record,Annual PSA Health Maintenance Reminder
